Sample_ID,User_ID,Stage_Label,Intensity_Label,Label_Contact_Current,Label_Contact_Future,Label_Intent,Label_Attitude,Label_Action_Current,Label_Action_Future,Pred_Contact_Current_graph,Pred_Contact_Future_graph,Pred_Intent_graph,Pred_Attitude_graph,Pred_Action_Current_graph,Pred_Action_Future_graph,Conf_Contact_Current_graph,Conf_Contact_Future_graph,Conf_Intent_graph,Conf_Attitude_graph,Conf_Action_Current_graph,Conf_Action_Future_graph,Uncertainty_Entropy_Contact_Current_graph,Uncertainty_Entropy_Contact_Future_graph,Uncertainty_Entropy_Intent_graph,Uncertainty_Entropy_Attitude_graph,Uncertainty_Entropy_Action_Current_graph,Uncertainty_Entropy_Action_Future_graph,Pred_Contact_Current_graph_intermediate,Pred_Contact_Future_graph_intermediate,Pred_Intent_graph_intermediate,Pred_Attitude_graph_intermediate,Pred_Action_Current_graph_intermediate,Pred_Action_Future_graph_intermediate,Conf_Contact_Current_graph_intermediate,Conf_Contact_Future_graph_intermediate,Conf_Intent_graph_intermediate,Conf_Attitude_graph_intermediate,Conf_Action_Current_graph_intermediate,Conf_Action_Future_graph_intermediate,Uncertainty_Entropy_Contact_Current_graph_intermediate,Uncertainty_Entropy_Contact_Future_graph_intermediate,Uncertainty_Entropy_Intent_graph_intermediate,Uncertainty_Entropy_Attitude_graph_intermediate,Uncertainty_Entropy_Action_Current_graph_intermediate,Uncertainty_Entropy_Action_Future_graph_intermediate,Pred_Contact_Current_independent,Pred_Contact_Future_independent,Pred_Intent_independent,Pred_Attitude_independent,Pred_Action_Current_independent,Pred_Action_Future_independent,Conf_Contact_Current_independent,Conf_Contact_Future_independent,Conf_Intent_independent,Conf_Attitude_independent,Conf_Action_Current_independent,Conf_Action_Future_independent,Uncertainty_Entropy_Contact_Current_independent,Uncertainty_Entropy_Contact_Future_independent,Uncertainty_Entropy_Intent_independent,Uncertainty_Entropy_Attitude_independent,Uncertainty_Entropy_Action_Current_independent,Uncertainty_Entropy_Action_Future_independent,Weight_Contact_Current_to_Contact_Current,Weight_Contact_Current_to_Contact_Future,Weight_Contact_Current_to_Intent,Weight_Contact_Current_to_Attitude,Weight_Contact_Current_to_Action_Current,Weight_Contact_Current_to_Action_Future,Weight_Contact_Future_to_Contact_Current,Weight_Contact_Future_to_Contact_Future,Weight_Contact_Future_to_Intent,Weight_Contact_Future_to_Attitude,Weight_Contact_Future_to_Action_Current,Weight_Contact_Future_to_Action_Future,Weight_Intent_to_Contact_Current,Weight_Intent_to_Contact_Future,Weight_Intent_to_Intent,Weight_Intent_to_Attitude,Weight_Intent_to_Action_Current,Weight_Intent_to_Action_Future,Weight_Attitude_to_Contact_Current,Weight_Attitude_to_Contact_Future,Weight_Attitude_to_Intent,Weight_Attitude_to_Attitude,Weight_Attitude_to_Action_Current,Weight_Attitude_to_Action_Future,Weight_Action_Current_to_Contact_Current,Weight_Action_Current_to_Contact_Future,Weight_Action_Current_to_Intent,Weight_Action_Current_to_Attitude,Weight_Action_Current_to_Action_Current,Weight_Action_Current_to_Action_Future,Weight_Action_Future_to_Contact_Current,Weight_Action_Future_to_Contact_Future,Weight_Action_Future_to_Intent,Weight_Action_Future_to_Attitude,Weight_Action_Future_to_Action_Current,Weight_Action_Future_to_Action_Future,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_0,5,Approaching,Weak_Interaction,No,Yes,Interacting,Positive,Walk,Handshake,No,Yes,Interacting,Positive,Walk,Handshake,0.9861045479774476,0.9994202852249146,0.9997337460517884,0.9966490864753724,0.995609462,0.9935895204544068,0.1259345263242721,0.0133564583957195,0.003513968,0.0296032037585973,0.1238563582301139,0.0541235879063606,No,Yes,Interacting,Positive,Walk,Handshake,0.958499014,0.9991505146026612,0.9991243481636048,0.988761842,0.9797347187995912,0.9915837049484252,0.2442200928926468,0.0107550788670778,0.006450152,0.088881418,0.1271823942661285,0.1090233400464057,No,Yes,Interacting,Positive,Walk,Handshake,0.9979885816574096,0.9999994039535522,1.0,0.9999995231628418,0.999556005001068,0.9999974966049194,0.0289276763796806,0.6446734666824341,0.7790037393569946,1.0707107782363892,0.9369126558303832,1.2207263708114624,0.007385455,0.005279476,0.004932165,0.00518557,0.004358008,0.005455909,0,0.003972446,0.004072585,0.003785447,0,0.004084793,0.007214759,0.004255751,0.004193994,0.004119929,0.003731494,0.004754848,0.007145532,0.006043924,0.004202952,0.004301066,0.004641686,0.004233155,0.006888688,0.003679065,0.004194009,0.003980271,0.003313443,0.00470798,0,0.0104549853131175,0.00545414,0.005614393,0,0.003885177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_6,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,No,Yes,Interacting,Positive,Walk,Handshake,0.8062242269515991,0.9994710087776184,0.9998148083686828,0.9963447451591492,0.7851259112358093,0.9968279004096984,0.5178148746490479,0.008211433,0.007662016,0.03807126,0.7053334712982178,0.026365831,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.744634211,0.9992703795433044,0.9996328353881836,0.9894340634346008,0.6541407704353333,0.9951759576797484,0.5769932270050049,0.00424748,0.005743545,0.0500307939946651,0.7734535336494446,0.03579586,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.99924767,0.9999897480010986,1.0,0.9999983310699464,0.997524083,0.999985694885254,0.5811430215835571,0.3769375383853912,0.7412347793579102,1.0877031087875366,0.8359641432762146,1.5531060695648191,0.005276098,0.004262804,0.004714537,0.005429779,0.004511123,0.005048408,0,0.0122517570853233,0.0167967621237039,0.007500906,0,0.002757021,0.0164545346051454,0.0134372375905513,0.001185747,0.001795165,0.006787837,0.013733661,0.009495136,0.007443545,0.005143144,0.006269103,0.006839443,0.008645155,0.010814704,0.021670049,0.003519335,0.002386068,0.008095726,0.006678823,0,0.002372142,0.048258021,0.046035483,0,0.0040005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_12,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9190627336502076,0.99933522939682,0.999756157398224,0.9974021911621094,0.9601023197174072,0.9977001547813416,0.365728884935379,0.005448635,0.003049578,0.0278923511505126,0.3496435284614563,0.048070557,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9623029828071594,0.9990050196647644,0.9995334148406982,0.9959558248519896,0.9671033620834352,0.9968683123588562,0.141978845000267,0.0153291169553995,0.003665955,0.035242934,0.2129740864038467,0.0316623412072658,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.999993086,0.9997655749320984,0.9999998807907104,0.999998927,0.9999916553497314,0.99963116645813,0.5998890995979309,0.6166510581970215,0.566234291,0.6047923564910889,0.7279068827629089,1.363527536392212,0.0190776661038398,0.0170715656131505,0.0168789289891719,0.0186574216932058,0.0178279392421245,0.0173130631446838,0,0.038748126,0.045002647,0.023328844,0,0.009710331,0.0463779419660568,0.037488066,0.003823295,0.006112874,0.0196945276111364,0.036574211,0.0297847054898738,0.022911143,0.0155082009732723,0.018757338,0.0198085531592369,0.0248870458453893,0.0326845347881317,0.053576957,0.0112537592649459,0.007913015,0.0238255001604557,0.019824483,0,0.008036351,0.08493834,0.082762033,0,0.012675454840064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_18,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.993354082,0.9992153644561768,0.9997047781944276,0.997741699,0.9942633509635924,0.9974284768104552,0.058262676,0.0131052583456039,0.007349901,0.0236091427505016,0.06481941,0.045857865,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9901732206344604,0.9987240433692932,0.9995908141136168,0.9982895255088806,0.9908231496810912,0.9959706664085388,0.0496784,0.0171529203653335,0.00354357,0.024317399,0.089767769,0.045527346432209,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.999992609024048,0.9990047812461852,0.9999988079071044,0.9999995231628418,0.999997616,0.9980342984199524,0.66911304,0.6863696575164795,0.6919599771499634,0.7023345232009888,0.6950194239616394,1.0385466814041138,0.0118991769850254,0.010615755803883,0.0109811360016465,0.0118037154898047,0.0115210451185703,0.0108484141528606,0,0.0238085109740495,0.0293153971433639,0.0138427894562482,0,0.005682858,0.0276055429130792,0.0212731584906578,0.002058473,0.003238434,0.0102980798110365,0.0209441538900136,0.016684955,0.0127274291589856,0.008124958,0.0100467335432767,0.0105261486023664,0.0137260518968105,0.018168831,0.033432152,0.005939554,0.004178211,0.0129329971969127,0.0106464754790067,0,0.004683461,0.0624955035746097,0.060730852,0,0.006677019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_24,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9977154731750488,0.9990159273147584,0.9996078610420228,0.9988173842430116,0.997219443,0.9971008896827698,0.023370819,0.008346174,0.004704983,0.0121082058176398,0.0480326451361179,0.066052958,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9960289001464844,0.9989608526229858,0.999592125,0.9989483952522278,0.9953601956367492,0.9948102235794068,0.0190226398408412,0.0072695,0.012095607,0.009779931,0.044086903,0.055210564,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.999997854232788,0.9970543384552002,0.9999991655349731,0.9999997615814208,0.9999984502792358,0.9946988821029664,0.6038053631782532,0.6805092096328735,0.4612987637519836,0.6929094195365906,1.7690237760543823,1.5057148933410645,0.004553752,0.003797275,0.004923206,0.004609962,0.004928682,0.004437985,0,0.00700494,0.009084148,0.004400251,0,0.00278237,0.008425958,0.00585846,0.001257472,0.001589216,0.002834711,0.006181426,0.005362047,0.004428353,0.002438008,0.003087679,0.003037697,0.00433243,0.005356716,0.009270006,0.002215216,0.001786025,0.00369721,0.003419076,0,0.00348115,0.021174259,0.021005416,0,0.00233274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_30,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9996646642684937,0.998946726322174,0.9996415376663208,0.9989118576049804,0.9989401698112488,0.9978958368301392,0.007814545,0.0156399626284837,0.0138814356178045,0.00857546,0.0134742809459567,0.020784823,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9989994168281556,0.99891996383667,0.9995682835578918,0.9989420771598816,0.9972606897354126,0.9960895776748656,0.0114802727475762,0.007374131,0.00706628,0.0133512113243341,0.033791635,0.061295193,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9999966621398926,0.9989075660705566,0.999997854232788,0.9999994039535522,0.9999980926513672,0.999052107,0.6716948747634888,0.667106032,0.6990116238594055,0.7062115669250488,1.1773240566253662,1.047370672225952,0.006839801,0.006418766,0.006727028,0.006149096,0.008233132,0.006554502,0,0.007535123,0.007894223,0.004779072,0,0.004214634,0.008741397,0.004580713,0.001967738,0.00241362,0.002496413,0.00534703,0.005547109,0.004209731,0.002912196,0.003486997,0.003007377,0.004165299,0.005046912,0.006581865,0.002748818,0.002512072,0.003671846,0.003569463,0,0.005035746,0.0143758719787001,0.0135979112237691,0,0.002777217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_36,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998886585235596,0.9988358616828918,0.9996782541275024,0.9990834,0.9989206790924072,0.9976856708526612,0.001546849,0.0132647175341844,0.00497378,0.0152960997074842,0.0211424510926008,0.043067105,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998996257781982,0.9991855025291444,0.9998019337654114,0.9993284940719604,0.9953415393829346,0.9919750094413756,0.000647576,0.011756996,0.004845071,0.0144123202189803,0.063439563,0.073413603,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9999974966049194,0.9999700784683228,0.9999997615814208,0.9999998807907104,0.9999983310699464,0.9999393224716188,0.0192560292780399,0.3030929565429687,0.5230199694633484,0.4099781811237335,1.399178147315979,1.609624981880188,0.009852188,0.009254638,0.00984686,0.008983131,0.0120785720646381,0.009717695,0,0.0110913086682558,0.0110158622264862,0.006991358,0,0.006565921,0.0128153525292873,0.006572674,0.003116425,0.003793146,0.003642139,0.007799159,0.008129109,0.006333909,0.004420572,0.005287483,0.004452056,0.00627618,0.007402431,0.00903765,0.004223752,0.003929731,0.005492935,0.005397162,0,0.007894865,0.0187278967350721,0.017664591,0,0.00429404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_42,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998643398284912,0.9990253448486328,0.9997462630271912,0.9990432858467102,0.9990191459655762,0.9979810118675232,0.004112186,0.0105120819061994,0.005172958,0.010948873,0.06772498,0.034255389124155,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998760223388672,0.9993359446525574,0.9998207688331604,0.9992189407348632,0.9960169196128844,0.994109035,0.001246476,0.00572348,0.003065256,0.012421915,0.060020618,0.078655325,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9999979734420776,0.9999934434890748,1.0,1.0,0.9999970197677612,0.9999842643737792,0.6684099435806274,0.6612547636032104,0.7095757126808167,0.945397675,1.9293581247329712,1.6245944499969482,0.0127955693751573,0.0139225739985704,0.0147702693939208,0.0132523104548454,0.0184844583272933,0.013550483,0,0.018132551,0.0174303390085697,0.010467527,0,0.009097085,0.018645607,0.009377717,0.00398127,0.005402648,0.004716884,0.0111892875283956,0.01198504,0.008733788,0.0059503,0.007410811,0.005814585,0.008942781,0.010472297668457,0.0139330746605992,0.006118092,0.005627184,0.008367252,0.00754695,0,0.009866604,0.026895605,0.0257920697331428,0,0.006215926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_48,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998956918716432,0.9988971948623656,0.9997045397758484,0.9990943670272828,0.9985234141349792,0.9974727034568788,0.001155416,0.0114310029894113,0.00345573,0.0136460699141025,0.018150782212615,0.0307582244277,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.999935269355774,0.99919456243515,0.9998595714569092,0.999398708343506,0.992699921,0.9896998405456544,0.001075276,0.004757637,0.001712401,0.006298051,0.072810851,0.088875651,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9999990463256836,0.999990463256836,1.0,1.0,0.9999969005584716,0.9999850988388062,0.2407602369785308,0.3731138110160827,0.2580063343048095,0.3684887588024139,1.079952836036682,1.1553945541381836,0.0113170146942138,0.011948705650866,0.013539645820856,0.0122732585296034,0.016082451,0.0122317438945174,0,0.016845873,0.018389557,0.0102254496887326,0,0.008031741,0.0178989768028259,0.0101933563128113,0.003497541,0.004732284,0.005166098,0.0118540748953819,0.0114544974640011,0.008740867,0.005699992,0.00715516,0.006036913,0.009052667,0.010599723,0.0154894459992647,0.005683993,0.005021082,0.008261732,0.007459106,0,0.008578659,0.032141332,0.031278584,0,0.005843183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../JPL_Augmented_Posefeatures/mixed/coco_wholebody/2_1-ori_p1.json_54,5,Interacting,Strong_Interaction,Yes,Yes,Interacting,Positive,Handshake,Handshake,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998879432678224,0.9990463852882384,0.9997101426124572,0.9991028308868408,0.9990450739860536,0.997956156730652,0.002386713,0.0147439436987042,0.007891091,0.008866784,0.0126876663416624,0.0388950258493423,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9998941421508788,0.9993290901184082,0.9998154044151306,0.9993390440940856,0.9958090782165528,0.993585765361786,0.001337979,0.006252133,0.003380861,0.007930671,0.0284827426075935,0.06637799,Yes,Yes,Interacting,Positive,Handshake,Handshake,0.9999990463256836,0.9999104738235474,0.9999995231628418,0.9999998807907104,0.9999982118606568,0.9999428987503052,0.3812043368816376,0.5490379929542542,0.6116164326667786,0.5882508754730225,1.3610488176345823,1.319353103637695,0.0167537070810794,0.0199833419173955,0.0221626106649637,0.019834993,0.02719678,0.0192814301699399,0,0.03336646,0.0287467036396265,0.01656477,0,0.013490037061274,0.028589573,0.0152716059237718,0.00576997,0.008475687,0.007385166,0.0184053014963865,0.0186379998922348,0.0133606623858213,0.009266868,0.0118158096447587,0.009001624,0.0144331231713294,0.0174168571829795,0.0253780223429203,0.009662586,0.008800156,0.014641318,0.012210811,0,0.0139233935624361,0.043744504,0.042745054,0,0.0100612211972475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
